airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.5,2,8171
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.08,2,8554
Indigo,6E-541,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.83,2,8554
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,2,9064
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.08,2,9589
Air_India,AI-9547,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,19.75,2,10062
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,2,11007
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,2,11059
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14,2,11205
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,2,11205
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,2,11205
Vistara,UK-818,Bangalore,Evening,one,Night,Hyderabad,Economy,27.25,2,11383
Vistara,UK-802,Bangalore,Evening,one,Night,Hyderabad,Economy,28.08,2,11383
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,2,11532
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,2,11584
Indigo,6E-541,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,3.92,2,11620
Indigo,6E-6326,Bangalore,Morning,one,Evening,Hyderabad,Economy,5.75,2,12003
Indigo,6E-6326,Bangalore,Morning,one,Night,Hyderabad,Economy,9.58,2,12003
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,16.83,2,12385
Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Hyderabad,Economy,27.75,2,12385
Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.58,2,12847
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.92,2,13258
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,2,13258
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,2,13258
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Economy,13.5,2,13054
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Economy,14.92,2,13054
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,16.67,2,13054
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,18.08,2,13054
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,22.33,2,13054
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.5,2,13054
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,24.25,2,14150
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,2,14150
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,2,14150
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,2,14262
Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Economy,10.25,2,16099
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,2,16624
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,2,16624
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.17,2,16624
Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Hyderabad,Economy,11.42,2,17484
Vistara,UK-657,Bangalore,Morning,two_or_more,Morning,Hyderabad,Economy,22.17,2,17484
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,2,17359
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.92,2,17779
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,2,18409
Vistara,UK-657,Bangalore,Morning,two_or_more,Afternoon,Hyderabad,Economy,25.08,2,18466
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10,2,18724
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,32.42,2,19180
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.92,2,19774
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,2,20614
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,2,20614
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,17.42,2,20509
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,9,2,21559
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,8.42,2,21717
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.17,2,21769
Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,2,22609
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,11.92,2,22609
SpiceJet,SG-327,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,3,4338
SpiceJet,SG-517,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.08,3,4338
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,3,4338
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,3,4338
Indigo,6E-6339,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.33,3,4338
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,3,4338
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,3,4339
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,3,4339
Air_India,AI-507,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.33,3,4339
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,3,4339
Air_India,AI-9927,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,3,4339
GO_FIRST,G8-805,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,7.17,3,4337
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.5,3,4338
Air_India,AI-9876,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,3.75,3,4339
Indigo,6E-7223,Bangalore,Afternoon,zero,Evening,Hyderabad,Economy,1.67,3,4863
AirAsia,I5-5204,Bangalore,Early_Morning,one,Morning,Hyderabad,Economy,3.67,3,4943
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,3,5250
Indigo,6E-638,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.08,3,5493
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,3,7813
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,3,7948
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.08,3,7752
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,3,7908
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,3,8005
GO_FIRST,G8-285,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.58,3,8118
Indigo,6E-541,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,3.92,3,8554
Indigo,6E-6326,Bangalore,Morning,one,Evening,Hyderabad,Economy,5.75,3,8554
Indigo,6E-7204,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,3,8554
Indigo,6E-541,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.83,3,8554
Indigo,6E-7257,Bangalore,Morning,one,Evening,Hyderabad,Economy,8,3,8937
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.08,3,9320
Indigo,6E-6326,Bangalore,Morning,one,Night,Hyderabad,Economy,9.58,3,9320
Indigo,6E-7257,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,4.75,3,10470
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.92,3,11205
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,3,11205
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,3,11205
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,3,11205
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,3,11205
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.17,3,11205
Vistara,UK-818,Bangalore,Evening,one,Night,Hyderabad,Economy,27.25,3,11205
Vistara,UK-802,Bangalore,Evening,one,Night,Hyderabad,Economy,28.08,3,11205
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.92,3,11383
Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,4.08,3,11237
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,3,12267
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,3,12267
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,24.25,3,12544
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,3,12544
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,3,12544
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,3,13002
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,3,13212
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,3,13258
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14,3,13258
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,3,13258
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,3,13258
Vistara,UK-810,Bangalore,Early_Morning,one,Morning,Hyderabad,Economy,26.67,3,13258
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.17,3,13054
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Economy,13.5,3,13054
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Economy,14.92,3,13054
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,16.67,3,13054
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,17.42,3,13054
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,18.08,3,13054
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,22.33,3,13054
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.5,3,13054
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,20.58,3,13332
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.75,3,13332
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,35.42,3,13332
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,3,13947
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,11.92,3,14150
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.92,3,14150
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,3,14150
Vistara,UK-808,Bangalore,Early_Morning,one,Morning,Hyderabad,Economy,25.67,3,14150
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,28.58,3,14150
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Afternoon,Hyderabad,Economy,23.83,3,15804
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,28.25,3,15804
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Night,Hyderabad,Economy,34.17,3,15804
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,31.17,3,16429
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10,3,16624
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,20.92,3,17143
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,9,3,18514
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,3,19039
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,35.42,3,19223
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.33,3,19984
Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,3,20509
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,8.42,3,20772
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,3,20509
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.92,3,20509
Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Economy,10.25,3,20509
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,3,20509
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,9.42,3,25654
Air_India,AI-565,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,20.67,3,27610
Air_India,AI-565,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,22.08,3,27610
Indigo,6E-638,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.08,4,4338
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,4,4338
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,4,4338
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,4,4338
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,4,4338
Indigo,6E-7223,Bangalore,Afternoon,zero,Evening,Hyderabad,Economy,1.67,4,4338
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,4,4339
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,4,4339
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,4,4339
Air_India,AI-516,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.25,4,4339
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,4,4339
GO_FIRST,G8-805,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,7.17,4,4337
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.33,4,4337
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.5,4,4338
Indigo,6E-541,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.83,4,4338
Air_India,AI-9876,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,3.75,4,4339
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,4,5250
Indigo,6E-7257,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,4.75,4,5871
Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,4.08,4,6254
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,4,6753
Indigo,6E-541,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,3.92,4,7404
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,4,7813
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,4,7813
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,4,7813
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,4,7813
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,4,7813
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,4,7813
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,4,7813
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,4,7813
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.08,4,7752
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.08,4,7787
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,8,11205
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,12.5,8,11383
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14,8,11383
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,8,11383
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,8,11383
AirAsia,I5-818,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.83,8,11205
GO_FIRST,G8-791,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.67,8,11216
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,19.83,8,11919
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,8,11919
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,8,11919
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.17,8,11919
Air_India,AI-748,Bangalore,Late_Night,one,Night,Hyderabad,Economy,18.58,8,12004
Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,Economy,15.42,8,12544
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.92,8,12544
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,8,12544
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,8,12544
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.58,8,12267
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,8,13054
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.92,8,13054
Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Economy,10.25,8,13054
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.17,8,13054
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,8,13054
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Economy,13.5,8,13054
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Economy,14.92,8,13054
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,16.67,8,13054
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,17.42,8,13054
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,18.08,8,13054
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,22.33,8,13054
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.5,8,13054
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.33,8,14859
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23,26,53937
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12,26,59537
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Business,16.42,26,59537
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,26,59649
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,26,59649
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,27,24056
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,27,24056
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,27,24056
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,27,24056
Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Business,2.08,27,23944
Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Business,2.17,27,23944
Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Business,2.17,27,23944
Air_India,AI-837,Delhi,Evening,zero,Night,Hyderabad,Business,2.25,27,23944
Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Business,2.33,27,23944
Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Business,2.25,27,30630
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Business,6.58,27,39377
Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Business,11.17,27,39377
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Business,15.58,27,39377
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,27,39377
Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Business,7.08,27,39321
Air_India,AI-805,Delhi,Evening,one,Early_Morning,Hyderabad,Business,11.25,27,39321
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.25,27,39321
Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,Business,12.58,27,39321
Air_India,AI-868,Delhi,Evening,one,Early_Morning,Hyderabad,Business,13.25,27,39321
Air_India,AI-441,Delhi,Evening,one,Early_Morning,Hyderabad,Business,13.42,27,39321
Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.58,27,39321
Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.58,27,39321
Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,16.75,27,39321
Air_India,AI-678,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.25,27,39321
Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Business,23.25,27,39321
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Business,24.25,27,39321
Air_India,AI-865,Delhi,Morning,one,Morning,Chennai,Business,24.25,32,45257
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,24.33,32,45257
Air_India,AI-678,Delhi,Morning,one,Morning,Chennai,Business,25.92,32,45257
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Chennai,Business,26.92,32,45257
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,Business,27.92,32,45257
Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Business,5.58,32,45672
Vistara,UK-951,Delhi,Afternoon,one,Night,Chennai,Business,8.75,32,45672
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,32,45672
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,15.17,32,45672
Vistara,UK-953,Delhi,Night,one,Evening,Chennai,Business,23.25,32,45672
Air_India,AI-767,Delhi,Afternoon,one,Evening,Chennai,Business,7.5,32,47657
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Business,12.83,32,47657
Air_India,AI-423,Delhi,Early_Morning,one,Evening,Chennai,Business,14.83,32,47657
Air_India,AI-762,Delhi,Night,one,Night,Chennai,Business,25.08,32,47657
Air_India,AI-764,Delhi,Evening,one,Night,Chennai,Business,28.42,32,47657
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Business,8.25,32,52392
Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Business,10.42,32,52392
Vistara,UK-945,Delhi,Morning,one,Night,Chennai,Business,11.42,32,52392
Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Business,13.58,32,52392
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Business,6.33,32,53512
Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Business,16.08,32,53512
Vistara,UK-975,Delhi,Early_Morning,one,Morning,Chennai,Business,6.08,32,57992
Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,Business,7.08,32,57992
Vistara,UK-933,Delhi,Afternoon,one,Night,Chennai,Business,7.58,32,57992
Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,Business,9.58,32,57992
Vistara,UK-993,Delhi,Afternoon,one,Night,Chennai,Business,10.25,32,57992
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,11.17,32,57992
Vistara,UK-995,Delhi,Morning,one,Night,Chennai,Business,12.75,32,57992
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Chennai,Business,14.17,32,57992
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14.17,32,57992
Vistara,UK-933,Delhi,Afternoon,one,Morning,Chennai,Business,17.33,32,57992
Vistara,UK-981,Delhi,Night,one,Evening,Chennai,Business,22.25,32,57992
Vistara,UK-955,Delhi,Evening,one,Night,Chennai,Business,5.33,32,60232
Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,Business,11.08,32,60232
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Chennai,Business,12.42,32,60232
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,13.83,32,60232
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Business,14.25,32,60232
Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Business,15.08,32,60232
Vistara,UK-943,Delhi,Early_Morning,one,Night,Chennai,Business,15.58,32,60232
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,16.83,32,60232
Vistara,UK-977,Delhi,Evening,one,Evening,Chennai,Business,24.92,32,60232
Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,32,64801
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,32,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,16,32,65832
Vistara,UK-985,Delhi,Evening,one,Evening,Chennai,Business,24.08,32,65832
Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,Business,9.75,32,67601
Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Chennai,Business,8.83,32,76684
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,32,82553
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.75,33,27864
Vistara,UK-839,Delhi,Afternoon,zero,Evening,Chennai,Business,2.83,33,27864
Vistara,UK-837,Delhi,Evening,zero,Night,Chennai,Business,2.83,33,27864
Vistara,UK-835,Delhi,Evening,zero,Night,Chennai,Business,2.83,33,27864
Air_India,AI-537,Delhi,Evening,zero,Evening,Chennai,Business,2.75,33,27864
Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,Business,2.83,33,27864
Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,Business,2.83,33,27864
Air_India,AI-540,Delhi,Night,zero,Night,Chennai,Business,2.92,33,27864
Air_India,AI-805,Delhi,Evening,one,Early_Morning,Chennai,Business,11.33,33,45257
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,33,45257
Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Business,13.33,33,45257
Air_India,AI-441,Delhi,Evening,one,Early_Morning,Chennai,Business,13.5,33,45257
Air_India,AI-805,Delhi,Evening,one,Morning,Chennai,Business,14.92,33,45257
Air_India,AI-624,Delhi,Evening,one,Morning,Chennai,Business,15.92,33,45257
